bump_error_type,bump_total,in_bump_global,model,context_variant,detected,missed,mismatched,novel,detection_rate_%,detected_ids,mismatched_ids,novel_ids,detected_by_any,detected_any_ids
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,Qwen-480B,Class,0,0,0,1,0.0,,,BBC165,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_extractSoundType_withInvalidInput_returnsNullAndLogsError,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,Qwen-480B,Class,0,0,0,1,0.0,,,BBC42,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_getBytes_invalidObject_throwsHecException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,Qwen-480B,Class,0,0,0,1,0.0,,,BBC150,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_getConfiguration_createNewFileIOException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,Qwen-480B,Method,0,0,0,1,0.0,,,BBC132,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_getDurationInMilliseconds_withNullFile_throwsNullPointerException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-OSS-120b,Method,0,0,0,1,0.0,,,BBC165,0,
test_handleGetRequest_DaoThrowsException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,Qwen-480B,Minimal,0,0,0,2,0.0,,,BBC36|BBC49,0,
test_handleRequestWithIOException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_handleRequestWithIOException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_handleRequest_daoThrowsException,0,0,GPT-OSS-120b,Class,0,0,0,1,0.0,,,BBC17,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,Qwen-480B,Method,0,0,0,1,0.0,,,BBC150,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_judgeFile_NonExistentFile_ReturnsNullAndLogsError,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_logException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_logException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_logException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_logException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_logException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_logException,0,0,Qwen-480B,Class,0,0,0,2,0.0,,,BBC165|BBC17,0,
test_logException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_logException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_logException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_main_noException,0,0,GPT-OSS-120b,Method,0,0,0,1,0.0,,,BBC73,0,
test_main_noException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_main_nullArgs_noException,0,0,GPT-OSS-120b,Method,0,0,0,1,0.0,,,BBC73,0,
test_main_nullArgs_noException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_main_withEmptyArgs_executesWithoutException,0,0,GPT-OSS-120b,Class,0,0,0,1,0.0,,,BBC72,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_main_withNullArgs_executesWithoutException,0,0,GPT-OSS-120b,Class,0,0,0,1,0.0,,,BBC72,0,
test_save_withInvalidPath_throwsException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,Qwen-480B,Method,0,0,0,1,0.0,,,BBC72,0,
test_save_withInvalidPath_throwsException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_save_withInvalidPath_throwsException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,Qwen-480B,Class,0,0,0,1,0.0,,,BBC72,0,
test_setPhysicalPropertiesError,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_setPhysicalPropertiesError,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,Qwen-480B,Method,0,0,0,1,0.0,,,BBC49,0,
test_unzipFiles_withIOException,0,0,Qwen-480B,Class,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_unzipFiles_withIOException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-4o,Minimal,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-4o,Method,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-4o,Class,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,Qwen-480B,Minimal,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,Qwen-480B,Method,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,Qwen-480B,Class,0,0,0,1,0.0,,,BBC72,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-OSS-120b,Minimal,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-OSS-120b,Method,0,0,0,0,0.0,,,,0,
test_waitToFinishCalculationWithInterruptedException,0,0,GPT-OSS-120b,Class,0,0,0,0,0.0,,,,0,
