custom_id,clientGithubURL,clientProject,clientProjectOrganisation,breakingCommit,dependencyGroupID,dependencyArtifactID,previousVersion,newVersion,failureCategory,docker_image_breaking,execution_timestamp,execution_success,return_code,execution_time_seconds,tests_run,test_failures,test_errors,test_skipped,num_exceptions,num_failed_tests,num_compilation_errors,num_error_messages,exception_types,first_error_message,all_maven_errors,build_status,log_file,parsed_errors_file,compiled?,executed?,BC_detected?
BBC170,https://github.com/International-Data-Spaces-Association/IDS-Messaging-Services/pull/689,IDS-Messaging-Services,International-Data-Spaces-Association,31a177fb212d6dd4972ded3901f338b110d68cc1,org.springframework,spring-tx,5.3.24,6.0.4,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:31a177fb212d6dd4972ded3901f338b110d68cc1-breaking,2026-01-05T00:58:40.981058,TRUE,0,51.53,3,0,0,0,12,0,0,2,org.springframework.beans.BeanInstantiationException|MojoFailureException|java.net.SocketTimeoutException|java.lang.UnsupportedClassVersionError,Failed to instantiate [org.springframework.test.context.transaction.TransactionalTestExecutionListener]: Unresolvable class definition; nested exception is java.lang.UnsupportedClassVersionError: org/,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.239 s <<< FAILURE! - in ids.messaging.dispatcher.MessageDispatcherTest|ids.messaging.dispatcher.MessageDispatcherTest  Time elapsed: 0.239 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.013 s <<< FAILURE! - in ids.messaging.requests.InfrastructureServiceTest|ids.messaging.requests.InfrastructureServiceTest  Time elapsed: 0.013 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.038 s <<< FAILURE! - in ids.messaging.endpoint.MessageControllerTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC170.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC170.json,No,No,No
BBC178,https://github.com/searls/jasmine-maven-plugin/pull/572,jasmine-maven-plugin,searls,4dd50c6cb5a3ad507f1252df7263080fbe9bc10d,org.slf4j,slf4j-api,1.7.32,2.0.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:4dd50c6cb5a3ad507f1252df7263080fbe9bc10d-breaking,2026-01-05T01:00:44.422783,TRUE,0,32.68,2,2,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,Some dependencies of Maven Plugins are expected to be in provided scope.,"Some dependencies of Maven Plugins are expected to be in provided scope.|Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.439 s <<< FAILURE! - in com.github.searls.jasmine.format.JasmineResultLoggerTest|shouldLogDetails  Time elapsed: 1.237 s  <<< FAILURE!|shouldLogHeader  Time elapsed: 0.003 s  <<< FAILURE!|Failures:",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC178.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC178.json,Yes,Yes,No
BBC179,https://github.com/International-Data-Spaces-Association/IDS-Messaging-Services/pull/489,IDS-Messaging-Services,International-Data-Spaces-Association,a978da4ecd0a5dc2d9341b2ee3943cb0aa53d438,com.fasterxml.jackson.core,jackson-databind,2.9.10.8,2.13.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:a978da4ecd0a5dc2d9341b2ee3943cb0aa53d438-breaking,2026-01-05T01:01:37.301207,TRUE,0,52.81,3,0,0,0,11,1,0,3,java.lang.NoClassDefFoundError|org.opentest4j.AssertionFailedError|java.lang.ClassNotFoundException|java.net.SocketTimeoutException|MojoFailureException,com/fasterxml/jackson/annotation/JsonKey,"Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.19.1:test (default-test) on project messaging: There are test failures.|[ERROR] Please refer to /IDS-Messaging-Services/messaging/target/surefire-reports for the individual test results.|-> [Help 1]|[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.|Re-run Maven using the -X switch to enable full debug logging.",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC179.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC179.json,No,No,No
BBC182,https://github.com/International-Data-Spaces-Association/IDS-Messaging-Services/pull/458,IDS-Messaging-Services,International-Data-Spaces-Association,ab81c2b264ca72de752228690ab5838ea9173d1f,com.fasterxml.jackson.core,jackson-databind,2.9.10.8,2.13.2.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:ab81c2b264ca72de752228690ab5838ea9173d1f-breaking,2026-01-05T01:13:53.703344,TRUE,0,52.37,3,0,0,0,11,1,0,3,java.lang.NoClassDefFoundError|org.opentest4j.AssertionFailedError|java.lang.ClassNotFoundException|java.net.SocketTimeoutException|MojoFailureException,com/fasterxml/jackson/annotation/JsonKey,"Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.19.1:test (default-test) on project messaging: There are test failures.|[ERROR] Please refer to /IDS-Messaging-Services/messaging/target/surefire-reports for the individual test results.|-> [Help 1]|[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.|Re-run Maven using the -X switch to enable full debug logging.",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC182.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC182.json,No,No,No
BBC184,https://github.com/pac4j/dropwizard-pac4j/pull/330,dropwizard-pac4j,pac4j,c46623986f77fdd0a206e3be2fae7e283b157be3,org.eclipse.jetty,jetty-server,9.4.35.v20201120,9.4.49.v20220914,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:c46623986f77fdd0a206e3be2fae7e283b157be3-breaking,2026-01-05T01:14:16.973079,TRUE,0,23.17,4,0,4,0,79,0,0,3,java.lang.AbstractMethodError|java.lang.RuntimeException|javax.ws.rs.ProcessingException|java.net.SocketException|MojoFailureException,MultiException[java.lang.AbstractMethodError: Receiver class org.eclipse.jetty.server.AllowedResourceAliasChecker$AllowedResourceAliasCheckListener does not define or inherit an implementation of the,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 3.293 s <<< FAILURE! - in org.pac4j.dropwizard.bundle.BundleFactoryTest|org.pac4j.dropwizard.bundle.BundleFactoryTest.emptyPac4jInConfig  Time elapsed: 2.178 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessiondisabledForced  Time elapsed: 0.397 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.noPac4jInConfig  Time elapsed: 0.269 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessionEnabledForced  Time elapsed: 0.311 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC184.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC184.json,No,No,No
BBC186,https://github.com/International-Data-Spaces-Association/IDS-Messaging-Services/pull/654,IDS-Messaging-Services,International-Data-Spaces-Association,98ac85f955abc4b64ec714a011375aa5338d95c2,org.springframework,spring-tx,5.3.24,6.0.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:98ac85f955abc4b64ec714a011375aa5338d95c2-breaking,2026-01-05T01:16:04.284249,TRUE,0,51.08,3,0,0,0,12,0,0,2,org.springframework.beans.BeanInstantiationException|MojoFailureException|java.net.SocketTimeoutException|java.lang.UnsupportedClassVersionError,Failed to instantiate [org.springframework.test.context.transaction.TransactionalTestExecutionListener]: Unresolvable class definition; nested exception is java.lang.UnsupportedClassVersionError: org/,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.226 s <<< FAILURE! - in ids.messaging.dispatcher.MessageDispatcherTest|ids.messaging.dispatcher.MessageDispatcherTest  Time elapsed: 0.226 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.019 s <<< FAILURE! - in ids.messaging.requests.InfrastructureServiceTest|ids.messaging.requests.InfrastructureServiceTest  Time elapsed: 0.019 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.038 s <<< FAILURE! - in ids.messaging.endpoint.MessageControllerTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC186.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC186.json,No,No,No
BBC187,https://github.com/searls/jasmine-maven-plugin/pull/540,jasmine-maven-plugin,searls,a05bfd52ed33fb68c5edb2b53d9424d82ac60fa8,org.slf4j,slf4j-api,1.7.32,2.0.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:a05bfd52ed33fb68c5edb2b53d9424d82ac60fa8-breaking,2026-01-05T01:16:34.905432,TRUE,0,30.58,2,2,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,Some dependencies of Maven Plugins are expected to be in provided scope.,"Some dependencies of Maven Plugins are expected to be in provided scope.|Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.054 s <<< FAILURE! - in com.github.searls.jasmine.format.JasmineResultLoggerTest|shouldLogDetails  Time elapsed: 0.906 s  <<< FAILURE!|shouldLogHeader  Time elapsed: 0.001 s  <<< FAILURE!|Failures:",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC187.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC187.json,Yes,Yes,No
BBC22,https://github.com/btrplace/scheduler/pull/443,scheduler,btrplace,de20387b7a373cf20daa590247a1b65876ebca38,net.minidev,json-smart,2.4.8,2.4.9,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:de20387b7a373cf20daa590247a1b65876ebca38-breaking,2026-01-04T22:33:53.183889,TRUE,0,94.73,260,0,0,0,9,0,0,2,org.btrplace.json.JSONConverterException|net.minidev.json.parser.ParseException|java.lang.IllegalArgumentException|MojoFailureException,"org.btrplace.json.JSONConverterException: net.minidev.json.parser.ParseException: Malicious payload, having non natural depths, parsing stoped on { at position 141434.","Tests run: 264, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 67.208 s <<< FAILURE! - in TestSuite|org.btrplace.scheduler.choco.IssuesTest.testIssue100  Time elapsed: 0.057 s  <<< FAILURE!|org.btrplace.scheduler.choco.IssuesTest.testIssue101  Time elapsed: 0.001 s  <<< FAILURE!|Failures:|IssuesTest.testIssue100:535->computable:515 » IllegalArgument org.btrplace.json.JSONConverterException: net.minidev.json.parser.ParseException: Malicious payload, having non natural depths, parsing stoped on { at position 141434.",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC22.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC22.json,No,No,No
BBC24,https://github.com/jadler-mocking/jadler/pull/267,jadler,jadler-mocking,8e1f764e628fbcd6813c9dc0329854ac46375c83,org.slf4j,slf4j-api,1.7.36,2.0.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:8e1f764e628fbcd6813c9dc0329854ac46375c83-breaking,2026-01-04T22:34:25.297577,TRUE,0,16,54,0,5,0,6,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLoggerFactory cannot be cast to class ch.qos.logback.classic.LoggerContext (org.slf4j.helpers.NOPLoggerFactory and ch.qos.logback.classic.LoggerContext are in unnamed module,"Tests run: 54, Failures: 0, Errors: 5, Skipped: 0, Time elapsed: 2.562 s <<< FAILURE! - in net.jadler.JadlerMockerTest|net.jadler.JadlerMockerTest.evaluateVerification_0_predicates_5_matching_negative  Time elapsed: 0.013 s  <<< ERROR!|net.jadler.JadlerMockerTest.evaluateVerification_2_matching_negative  Time elapsed: 0.005 s  <<< ERROR!|net.jadler.JadlerMockerTest.provideStubResponseFor2  Time elapsed: 0.006 s  <<< ERROR!|net.jadler.JadlerMockerTest.evaluateVerification_0_matching_negative  Time elapsed: 0.004 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC24.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC24.json,No,No,No
BBC26,https://github.com/searls/jasmine-maven-plugin/pull/584,jasmine-maven-plugin,searls,d2fb00d2a9b8268caf773f70985f39be6eae8ea7,org.slf4j,slf4j-api,1.7.32,2.0.5,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:d2fb00d2a9b8268caf773f70985f39be6eae8ea7-breaking,2026-01-04T22:35:24.923202,TRUE,0,31.31,2,2,0,0,3,0,0,0,java.lang.AssertionError|MojoFailureException,Some dependencies of Maven Plugins are expected to be in provided scope.,"Some dependencies of Maven Plugins are expected to be in provided scope.|Tests run: 2, Failures: 2, Errors: 0, Skipped: 0, Time elapsed: 1.418 s <<< FAILURE! - in com.github.searls.jasmine.format.JasmineResultLoggerTest|shouldLogDetails  Time elapsed: 1.234 s  <<< FAILURE!|shouldLogHeader  Time elapsed: 0.003 s  <<< FAILURE!|Failures:",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC26.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC26.json,Yes,Yes,No
BBC27,https://github.com/tamtam-chat/tamtam-bot-api/pull/23,tamtam-bot-api,tamtam-chat,aaee63ae584043fe8c048b14741d9967cc371741,com.fasterxml.jackson.core,jackson-databind,2.9.10.3,2.12.6.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:aaee63ae584043fe8c048b14741d9967cc371741-breaking,2026-01-04T22:35:48.523073,TRUE,0,23.5,3,0,1,0,84,46,0,10,java.lang.NoClassDefFoundError|java.io.IOException|java.lang.Exception|chat.tamtam.botapi.exceptions.APIException|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/annotation/JsonKey,"Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 1.679 s <<< FAILURE! - in chat.tamtam.botapi.queries.RemoveMemberQueryTest|removeMemberTest(chat.tamtam.botapi.queries.RemoveMemberQueryTest)  Time elapsed: 1.656 s  <<< ERROR!|Tests run: 2, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.013 s <<< FAILURE! - in chat.tamtam.botapi.queries.GetMessageByIdQueryTest|getMessageByIdTest(chat.tamtam.botapi.queries.GetMessageByIdQueryTest)  Time elapsed: 0.012 s  <<< ERROR!|Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.02 s <<< FAILURE! - in chat.tamtam.botapi.queries.DeleteMessageQueryTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC27.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC27.json,Yes,Yes,Yes
BBC31,https://github.com/SPARQL-Anything/sparql.anything/pull/303,sparql.anything,SPARQL-Anything,fa6503da9fd5431abca41561a34d54e07fbbf7d0,org.jsoup,jsoup,1.14.2,1.15.3,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:fa6503da9fd5431abca41561a34d54e07fbbf7d0-breaking,2026-01-04T22:46:03.168364,FALSE,-1,600,0,0,0,0,0,0,0,0,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException,,,FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC31.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC31.json,No,No,No
BBC33,https://github.com/pac4j/dropwizard-pac4j/pull/344,dropwizard-pac4j,pac4j,0c748afce24c983e8f330bc2435837c70b0fcde6,com.fasterxml.jackson.core,jackson-databind,2.10.5.1,2.14.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:0c748afce24c983e8f330bc2435837c70b0fcde6-breaking,2026-01-04T22:46:20.898716,TRUE,0,17.67,4,0,4,0,33,0,0,2,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/core/util/JacksonFeature,"Tests run: 4, Failures: 0, Errors: 4, Skipped: 0, Time elapsed: 0.342 s <<< FAILURE! - in org.pac4j.dropwizard.bundle.BundleFactoryTest|org.pac4j.dropwizard.bundle.BundleFactoryTest.emptyPac4jInConfig  Time elapsed: 0.205 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessiondisabledForced  Time elapsed: 0.002 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.noPac4jInConfig  Time elapsed: 0.003 s  <<< ERROR!|org.pac4j.dropwizard.bundle.BundleFactoryTest.sessionEnabledForced  Time elapsed: 0.001 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC33.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC33.json,Yes,Yes,Yes
BBC35,https://github.com/International-Data-Spaces-Association/IDS-Messaging-Services/pull/744,IDS-Messaging-Services,International-Data-Spaces-Association,5c0e38ca9f22c2bfa5db05da30917e4be49c4644,org.springframework,spring-tx,5.3.24,6.0.8,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:5c0e38ca9f22c2bfa5db05da30917e4be49c4644-breaking,2026-01-04T22:47:22.695337,TRUE,0,50.54,3,0,0,0,12,0,0,2,org.springframework.beans.BeanInstantiationException|MojoFailureException|java.net.SocketTimeoutException|java.lang.UnsupportedClassVersionError,Failed to instantiate [org.springframework.test.context.transaction.TransactionalTestExecutionListener]: Unresolvable class definition; nested exception is java.lang.UnsupportedClassVersionError: org/,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.215 s <<< FAILURE! - in ids.messaging.dispatcher.MessageDispatcherTest|ids.messaging.dispatcher.MessageDispatcherTest  Time elapsed: 0.215 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.014 s <<< FAILURE! - in ids.messaging.requests.InfrastructureServiceTest|ids.messaging.requests.InfrastructureServiceTest  Time elapsed: 0.014 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.039 s <<< FAILURE! - in ids.messaging.endpoint.MessageControllerTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC35.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC35.json,No,No,No
BBC36,https://github.com/elimu-ai/webapp/pull/1575,webapp,elimu-ai,e4661d89a64fad5e140c2ad78df2580afdec4d52,org.apache.logging.log4j,log4j-core,2.16.0,2.18.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:e4661d89a64fad5e140c2ad78df2580afdec4d52-breaking,2026-01-04T22:47:39.308863,TRUE,0,16.44,1,0,1,0,52,48,0,5,java.lang.NoClassDefFoundError|java.lang.ClassNotFoundException|MojoFailureException,org/apache/logging/log4j/util/ServiceLoaderUtil,"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.249 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.006 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.001 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.NumberDaoTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC36.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC36.json,Yes,Yes,Yes
BBC41,https://github.com/pholser/junit-quickcheck/pull/490,junit-quickcheck,pholser,8b057977647445aade80627a06bd65867f64b948,org.mockito,mockito-core,4.11.0,5.2.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:8b057977647445aade80627a06bd65867f64b948-breaking,2026-01-04T22:49:50.789251,TRUE,0,30.23,2,0,0,0,2,0,0,3,java.lang.AssertionError|MojoFailureException,"Expected: [3, 6], but was: [","Tests run: 3, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.922 s <<< FAILURE! - in com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest|com.pholser.junit.quickcheck.internal.generator.CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue  Time elapsed: 0.058 s  <<< FAILURE!|Failures:|CompositeGeneratorTest.shrinkingChoosesAComponentCapableOfShrinkingTheValue:90 expected:<[3, 6]> but was:<[]>|Tests run: 510, Failures: 1, Errors: 0, Skipped: 18",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC41.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC41.json,Yes,Yes,No
BBC42,https://github.com/splunk/kafka-connect-splunk/pull/327,kafka-connect-splunk,splunk,55931d4c3a2e17683deff5d4e8065a929866290b,com.fasterxml.jackson.core,jackson-databind,2.10.5.1,2.12.6.1,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:55931d4c3a2e17683deff5d4e8065a929866290b-breaking,2026-01-04T22:50:09.626821,TRUE,0,18.78,2,0,0,0,118,0,0,10,java.lang.NoClassDefFoundError|HecAckPollerTest.addWithTimeoutError|IndexerTest.sendWithCloseError|IndexerTest.sendWithIOError|IndexerTest.sendWithReadError|java.lang.Exception|java.lang.ClassNotFoundException|MojoFailureException,com/fasterxml/jackson/core/util/JacksonFeature,"Tests run: 12, Failures: 0, Errors: 12, Skipped: 0, Time elapsed: 0.366 s <<< FAILURE! - in HecAckPollerTest|startStop  Time elapsed: 0.35 s  <<< ERROR!|addWithNoAckReady  Time elapsed: 0.001 s  <<< ERROR!|emptyPoll  Time elapsed: 0.001 s  <<< ERROR!|getMinLoadChannel  Time elapsed: 0 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC42.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC42.json,Yes,Yes,Yes
BBC44,https://github.com/jadler-mocking/jadler/pull/275,jadler,jadler-mocking,c4071651dc726b94d118e67b4d76e1979661ffda,org.slf4j,slf4j-api,1.7.36,2.0.2,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:c4071651dc726b94d118e67b4d76e1979661ffda-breaking,2026-01-04T23:00:25.819041,TRUE,0,16.14,54,0,5,0,6,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLoggerFactory cannot be cast to class ch.qos.logback.classic.LoggerContext (org.slf4j.helpers.NOPLoggerFactory and ch.qos.logback.classic.LoggerContext are in unnamed module,"Tests run: 54, Failures: 0, Errors: 5, Skipped: 0, Time elapsed: 2.511 s <<< FAILURE! - in net.jadler.JadlerMockerTest|net.jadler.JadlerMockerTest.evaluateVerification_0_predicates_5_matching_negative  Time elapsed: 0.015 s  <<< ERROR!|net.jadler.JadlerMockerTest.evaluateVerification_2_matching_negative  Time elapsed: 0.005 s  <<< ERROR!|net.jadler.JadlerMockerTest.provideStubResponseFor2  Time elapsed: 0.006 s  <<< ERROR!|net.jadler.JadlerMockerTest.evaluateVerification_0_matching_negative  Time elapsed: 0.005 s  <<< ERROR!",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC44.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC44.json,No,No,No
BBC45,https://github.com/retest/recheck/pull/1051,recheck,retest,28745a38581cf7de6f4bf931f59b39925fe7c4ec,org.slf4j,slf4j-api,1.7.36,2.0.4,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:28745a38581cf7de6f4bf931f59b39925fe7c4ec-breaking,2026-01-04T23:00:58.701271,TRUE,0,32.71,1,0,1,0,61,0,0,1,java.lang.ClassCastException|MojoFailureException,class org.slf4j.helpers.NOPLogger cannot be cast to class ch.qos.logback.classic.Logger (org.slf4j.helpers.NOPLogger and ch.qos.logback.classic.Logger are in unnamed module of loader 'app'),"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.1 s <<< FAILURE! - in DefaultRecheckIgnoreJsTest|DefaultRecheckIgnoreJsTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.038 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.007 s <<< FAILURE! - in DefaultRecheckIgnoreTest|DefaultRecheckIgnoreTest.default_recheck_ignore_should_load_without_exception  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 13, Failures: 0, Errors: 13, Skipped: 0, Time elapsed: 0.052 s <<< FAILURE! - in de.retest.recheck.ui.diff.AttributeDifferenceTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC45.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC45.json,Yes,Yes,Yes
BBC48,https://github.com/googleapis/gax-java/pull/1957,gax-java,googleapis,9b63e53888ebdd9c84f4eec3cb661299dea41344,org.mockito,mockito-core,4.11.0,5.1.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:9b63e53888ebdd9c84f4eec3cb661299dea41344-breaking,2026-01-04T23:03:45.612755,TRUE,0,86.94,4,0,0,0,1,0,0,0,MojoFailureException,"Tests run: 5, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 1.63 s <<< FAILURE! - in com.google.api.gax.tracing.OpencensusTracerFactoryTest","Tests run: 5, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 1.63 s <<< FAILURE! - in com.google.api.gax.tracing.OpencensusTracerFactoryTest|com.google.api.gax.tracing.OpencensusTracerFactoryTest.testImplicitParentSpan  Time elapsed: 0.13 s  <<< FAILURE!|Tests run: 12, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.071 s <<< FAILURE! - in com.google.api.gax.tracing.OpencensusTracerTest|com.google.api.gax.tracing.OpencensusTracerTest.testLongRunningExample  Time elapsed: 0.01 s  <<< FAILURE!|Tests run: 24, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 18.252 s <<< FAILURE! - in com.google.api.gax.batching.BatcherImplTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC48.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC48.json,Yes,Yes,No
BBC49,https://github.com/elimu-ai/webapp/pull/1612,webapp,elimu-ai,24d59062ad4e93aa8054b9d3a8f97a30e77ab785,org.apache.logging.log4j,log4j-api,2.16.0,2.19.0,TEST_FAILURE,ghcr.io/chains-project/breaking-updates:24d59062ad4e93aa8054b9d3a8f97a30e77ab785-breaking,2026-01-04T23:04:04.366417,TRUE,0,18.6,1,0,1,0,91,90,0,6,java.lang.NoClassDefFoundError|java.lang.NoSuchMethodError|MojoFailureException,'java.lang.ClassLoader[] org.apache.logging.log4j.util.LoaderUtil.getClassLoaders()',"Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.367 s <<< FAILURE! - in ai.elimu.dao.SoundDaoTest|initializationError(ai.elimu.dao.SoundDaoTest)  Time elapsed: 0.008 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.002 s <<< FAILURE! - in ai.elimu.dao.ContributorDaoTest|initializationError(ai.elimu.dao.ContributorDaoTest)  Time elapsed: 0.001 s  <<< ERROR!|Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0 s <<< FAILURE! - in ai.elimu.dao.EmojiDaoTest",FAILURE,/Volumes/Rachna-HD/RQResults/RQ4/BumpExecutionlogs/BBC49.log,/Volumes/Rachna-HD/RQResults/RQ4/parsed_errors/BBC49.json,Yes,Yes,Yes
