context_variant,model,instance,test_file,total_testcases,behavioral,crash,n/a
Class,Qwen3-coder,BBC36,BBC36U131Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U132Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U135Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U136Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U137Test.java,2,0,2,0
Class,Qwen3-coder,BBC36,BBC36U138Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U140Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U145Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U146Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U147Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U150Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U152Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U153Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U155Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U156Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U158Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U159Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U15Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U160Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U161Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U163Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U165Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U168Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U170Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U171Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U175Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U178Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U179Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U180Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U187Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U192Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U193Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U194Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U199Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U200Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U204Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U205Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U206Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U208Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U210Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U211Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U216Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U217Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U218Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U219Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U220Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U222Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U224Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U225Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U226Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U228Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U230Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U233Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U236Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U237Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U238Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U239Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U243Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U244Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U245Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U24Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U251Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U255Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U259Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U26Test.java,5,0,5,0
Class,Qwen3-coder,BBC36,BBC36U270Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U279Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U27Test.java,4,0,4,0
Class,Qwen3-coder,BBC36,BBC36U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U281Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U29Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U2Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U30Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U31Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U34Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U3Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U5Test.java,4,0,4,0
Class,Qwen3-coder,BBC36,BBC36U62Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U64Test.java,3,0,3,0
Class,Qwen3-coder,BBC36,BBC36U68Test.java,4,0,4,0
Class,Qwen3-coder,BBC36,BBC36U69Test.java,5,0,5,0
Class,Qwen3-coder,BBC36,BBC36U70Test.java,5,0,5,0
Class,Qwen3-coder,BBC36,BBC36U71Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U7Test.java,1,0,1,0
Class,Qwen3-coder,BBC36,BBC36U9Test.java,1,0,1,0
Class,Qwen3-coder,BBC42,BBC42U4Test.java,1,0,1,0
Class,Qwen3-coder,BBC42,BBC42U6Test.java,4,0,4,0
Class,Qwen3-coder,BBC49,BBC49U113Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U115Test.java,5,0,5,0
Class,Qwen3-coder,BBC49,BBC49U119Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U122Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U124Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U125Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U127Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U129Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U132Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U137Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U138Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U139Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U140Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U141Test.java,3,0,3,0
Class,Qwen3-coder,BBC49,BBC49U142Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U147Test.java,3,0,3,0
Class,Qwen3-coder,BBC49,BBC49U149Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U150Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U151Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U154Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U156Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U157Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U159Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U160Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U162Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U163Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U164Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U165Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U167Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U168Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U171Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U172Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U173Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U174Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U179Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U182Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U184Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U186Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U191Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U192Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U196Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U198Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U202Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U203Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U204Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U207Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U208Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U209Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U211Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U214Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U221Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U223Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U224Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U226Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U227Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U228Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U230Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U231Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U232Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U233Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U234Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U240Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U241Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U243Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U248Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U249Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U250Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U255Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U257Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U260Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U261Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U268Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U26Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U270Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U274Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U281Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U282Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U283Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U285Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U289Test.java,3,0,3,0
Class,Qwen3-coder,BBC49,BBC49U29Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U34Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U35Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U43Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U45Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U4Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U57Test.java,3,0,3,0
Class,Qwen3-coder,BBC49,BBC49U5Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U64Test.java,5,0,5,0
Class,Qwen3-coder,BBC49,BBC49U74Test.java,4,0,4,0
Class,Qwen3-coder,BBC49,BBC49U7Test.java,1,0,1,0
Class,Qwen3-coder,BBC49,BBC49U9Test.java,1,0,1,0
Class,Qwen3-coder,BBC50,BBC50U0Test.java,1,1,0,0
Class,Qwen3-coder,BBC56,BBC56U2Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U115Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U116Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U117Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U131Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U133Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U14Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U150Test.java,3,0,3,0
Class,Qwen3-coder,BBC72,BBC72U162Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U164Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U16Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U183Test.java,4,0,4,0
Class,Qwen3-coder,BBC72,BBC72U191Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U193Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U194Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U197Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U211Test.java,3,0,3,0
Class,Qwen3-coder,BBC72,BBC72U221Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U229Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U251Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U280Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U333Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U336Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U343Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U353Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U374Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U379Test.java,1,1,0,0
Class,Qwen3-coder,BBC72,BBC72U388Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U400Test.java,3,0,3,0
Class,Qwen3-coder,BBC72,BBC72U402Test.java,1,1,0,0
Class,Qwen3-coder,BBC72,BBC72U410Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U424Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U427Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U435Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U436Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U463Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U475Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U485Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U505Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U521Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U522Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U523Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U529Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U531Test.java,3,0,3,0
Class,Qwen3-coder,BBC72,BBC72U53Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U540Test.java,4,0,4,0
Class,Qwen3-coder,BBC72,BBC72U58Test.java,3,0,3,0
Class,Qwen3-coder,BBC72,BBC72U61Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U69Test.java,1,0,1,0
Class,Qwen3-coder,BBC72,BBC72U72Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U110Test.java,1,1,0,0
Class,Qwen3-coder,BBC73,BBC73U115Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U116Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U117Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U118Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U131Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U148Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U160Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U164Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U16Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U173Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U178Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U183Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U190Test.java,3,0,3,0
Class,Qwen3-coder,BBC73,BBC73U193Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U195Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U196Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U279Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U317Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U32Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U333Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U361Test.java,1,1,0,0
Class,Qwen3-coder,BBC73,BBC73U373Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U401Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U406Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U413Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U432Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U443Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U445Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U451Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U459Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U461Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U466Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U478Test.java,4,0,4,0
Class,Qwen3-coder,BBC73,BBC73U479Test.java,3,0,3,0
Class,Qwen3-coder,BBC73,BBC73U485Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U490Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U505Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U510Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U531Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U53Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U547Test.java,3,0,3,0
Class,Qwen3-coder,BBC73,BBC73U60Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U61Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U69Test.java,1,1,0,0
Class,Qwen3-coder,BBC73,BBC73U70Test.java,1,0,1,0
Class,Qwen3-coder,BBC73,BBC73U84Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U122Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U140Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U142Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U144Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U153Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U169Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U178Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U188Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U191Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U193Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U200Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U217Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U272Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U275Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U286Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U43Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U61Test.java,4,0,4,0
Method,GPT4o,BBC06,BBC06U64Test.java,3,0,3,0
Method,GPT4o,BBC06,BBC06U68Test.java,1,0,1,0
Method,GPT4o,BBC06,BBC06U72Test.java,5,0,5,0
Method,GPT4o,BBC06,BBC06U73Test.java,3,0,3,0
Method,GPT4o,BBC06,BBC06U74Test.java,4,0,4,0
Method,GPT4o,BBC06,BBC06U7Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U113Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U122Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U142Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U153Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U169Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U178Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U180Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U188Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U191Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U206Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U217Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U237Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U285Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U286Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U290Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U2Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U43Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U5Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U61Test.java,4,0,4,0
Method,GPT4o,BBC132,BBC132U68Test.java,1,0,1,0
Method,GPT4o,BBC132,BBC132U72Test.java,4,0,4,0
Method,GPT4o,BBC132,BBC132U73Test.java,4,0,4,0
Method,GPT4o,BBC132,BBC132U74Test.java,4,0,4,0
Method,GPT4o,BBC146,BBC146U3Test.java,3,0,1,2
Method,GPT4o,BBC146,BBC146U4Test.java,3,0,2,1
Method,GPT4o,BBC147,BBC147U2Test.java,1,0,1,0
Method,GPT4o,BBC150,BBC150U21Test.java,1,0,1,0
Method,GPT4o,BBC150,BBC150U38Test.java,1,0,1,0
Method,GPT4o,BBC150,BBC150U40Test.java,3,0,3,0
Method,GPT4o,BBC150,BBC150U50Test.java,1,0,1,0
Method,GPT4o,BBC150,BBC150U6Test.java,3,0,3,0
Method,GPT4o,BBC165,BBC165U113Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U122Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U136Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U140Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U142Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U144Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U14Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U178Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U191Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U193Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U200Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U206Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U217Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U233Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U275Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U286Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U2Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U3Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U43Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U61Test.java,4,0,4,0
Method,GPT4o,BBC165,BBC165U62Test.java,3,0,3,0
Method,GPT4o,BBC165,BBC165U68Test.java,1,0,1,0
Method,GPT4o,BBC165,BBC165U72Test.java,5,0,5,0
Method,GPT4o,BBC165,BBC165U73Test.java,3,0,3,0
Method,GPT4o,BBC165,BBC165U74Test.java,4,0,4,0
Method,GPT4o,BBC165,BBC165U7Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U118Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U132Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U136Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U138Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U140Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U149Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U172Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U174Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U187Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U189Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U196Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U202Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U206Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U213Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U271Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U280Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U281Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U42Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U57Test.java,3,0,3,0
Method,GPT4o,BBC17,BBC17U59Test.java,3,0,3,0
Method,GPT4o,BBC17,BBC17U65Test.java,1,0,1,0
Method,GPT4o,BBC17,BBC17U68Test.java,5,0,5,0
Method,GPT4o,BBC17,BBC17U69Test.java,4,0,4,0
Method,GPT4o,BBC17,BBC17U70Test.java,4,0,4,0
Method,GPT4o,BBC27,BBC27U3Test.java,3,0,2,1
Method,GPT4o,BBC27,BBC27U4Test.java,3,0,2,1
Method,GPT4o,BBC49,BBC49U113Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U122Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U13Test.java,1,0,1,0
