context_variant,model,instance,test_file,test_case,execution_result,root_cause,root_cause_source,reflective,llm_detected_errors,bump_bc_errors,matched_errors,match_count
Method,Qwen3-coder,BBC150,BBC150U47Test.java,test_getFileLineCount_EmptyFile,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U47Test.java,test_getFileLineCount_NonExistentFile,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_destinationExists,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_emptySource,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_invalidDestinationParent,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_nestedDirectories,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_nominal,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC150,BBC150U5Test.java,test_copyDirectory_sourceDoesNotExist,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U113Test.java,test_sendChannelMessage,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U117Test.java,test_loadJson_withEmptyUrl,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U117Test.java,test_loadJson_withInvalidUrl,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U117Test.java,test_loadJson_withNonExistentHost,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U117Test.java,test_loadJson_withNullUrl,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U117Test.java,test_loadJson_withValidUrl,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U123Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U125Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U127Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U134Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U136Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U137Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U138Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U140Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U142Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U143Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U144Test.java,test_handleRequest,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U145Test.java,test_handleSubmit_loggerInvocation,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U145Test.java,test_handleSubmit_nominal,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U145Test.java,test_handleSubmit_stringLiteralDeterministic,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U149Test.java,test_handleRemoveContentLabelRequest,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U149Test.java,test_handleRemoveContentLabelRequest_withEmptyWordIdParameter,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U149Test.java,test_handleRemoveContentLabelRequest_withNullId,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U149Test.java,test_handleRemoveContentLabelRequest_withNullWordIdParameter,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U149Test.java,test_handleRemoveContentLabelRequest_withSpecialCharacters,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U150Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U151Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U154Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U157Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U160Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U163Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U165Test.java,test_handleGetRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U168Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U16Test.java,test_handleGetRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U179Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U182Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U185Test.java,test_handleRemoveContentLabelRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U186Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U187Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U190Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U196Test.java,test_handleAddContentLabelRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U199Test.java,test_handleSubmit_boundaryCase_m4v,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U199Test.java,test_handleSubmit_errorCase_invalidExtension,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U199Test.java,test_handleSubmit_exceptionCase_ioException,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U199Test.java,test_handleSubmit_nominalCase,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U203Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U204Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U208Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U212Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U213Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U215Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U217Test.java,test_handleRequest,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U218Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U220Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U223Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U224Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U225Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U226Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U227Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U228Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U229Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U230Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U232Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U233Test.java,test_handleRequest,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U236Test.java,test_storeImageContributionEvent,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U239Test.java,test_getEmojisByWordId,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U240Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U241Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U249Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U255Test.java,test_handleSubmit,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U257Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U259Test.java,test_handleGetRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U25Test.java,test_getWordsPendingRecording,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U260Test.java,test_handleRequest,log_not_found,,none,False,,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,,0
Method,Qwen3-coder,BBC165,BBC165U261Test.java,test_contextInitialized,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U266Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U269Test.java,test_createJpaSchemaExport,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U26Test.java,test_handleUploadWordRecordingRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U275Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U280Test.java,test_handleCallback,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U282Test.java,test_handleCallback,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U286Test.java,test_handleRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U28Test.java,test_uploadAudioPeerReview,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U30Test.java,test_handleGetRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U3Test.java,test_handleUploadCsvRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U4Test.java,test_handleUploadCsvRequest,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U4Test.java,test_handleUploadCsvRequestWithDuplicateEvent,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U4Test.java,test_handleUploadCsvRequestWithError,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U67Test.java,test_performDatabaseMigration,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U68Test.java,test_extractChapterReferencesFromTableOfContentsFile,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U68Test.java,test_extractChapterReferencesFromTableOfContentsFile_withEmptyFile,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U68Test.java,test_extractChapterReferencesFromTableOfContentsFile_withLetsReadAsiaFormat,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U68Test.java,test_extractChapterReferencesFromTableOfContentsFile_withMalformedXML,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U68Test.java,test_extractChapterReferencesFromTableOfContentsFile_withNonExistentFile,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U69Test.java,test_extractChapterReferencesFromTableOfContentsFileNcx_emptyNavMap,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U69Test.java,test_extractChapterReferencesFromTableOfContentsFileNcx_malformedXml,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U69Test.java,test_extractChapterReferencesFromTableOfContentsFileNcx_nominal,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U69Test.java,test_extractChapterReferencesFromTableOfContentsFileNcx_nonExistentFile,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U6Test.java,test_handleUploadCsvRequest,ERROR,ClassNotFoundException,caused_by,False,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,2
Method,Qwen3-coder,BBC165,BBC165U72Test.java,test_extractCoverImageReferenceFromOpfFile_emptyManifest,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
Method,Qwen3-coder,BBC165,BBC165U72Test.java,test_extractCoverImageReferenceFromOpfFile_malformedXml,ERROR,NoClassDefFoundError,top,False,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,1
